Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,multiple_deliveries,Festival,Time_taken,Travel_Distance,pickup_time,Vehicle_performance_Impact,rush_day
24,4.6,5,1,1,0,16.0,17.5,5.0,4,6
36,5.0,5,4,2,0,43.0,14.8,5.0,4,1
22,4.7,4,2,3,0,44.0,18.3,5.0,4,4
21,4.6,6,2,1,0,22.0,7.1,8.824368098200331,4,3
29,5.0,3,1,1,0,16.0,9.1,10.0,6,0
33,4.7,4,1,1,0,18.0,4.0,5.0,9,1
27,4.1,6,1,0,0,16.0,4.1,5.0,4,4
28,4.2,3,2,0,0,24.0,25.4,9.626583379854909,4,5
30,4.2,2,4,1,0,46.0,13.8,5.0,8,3
20,4.9,6,2,1,0,17.0,14.3,5.0,6,5
31,4.4,5,4,1,0,44.0,12.6,5.0,4,6
36,4.6,4,2,1,0,17.0,6.7,6.818829894063892,9,1
39,4.9,3,4,2,0,43.0,15.7,10.0,4,0
32,4.7,4,1,1,0,41.0,22.9,15.0,4,3
30,3.8,3,4,1,1,40.0,14.5,10.0,9,5
26,4.7,3,1,0,0,16.0,4.4,5.0,9,5
23,4.8,2,3,1,0,23.0,2.0,9.22547573902762,8,2
21,4.9,6,3,0,0,13.0,2.4,10.0,12,7
23,4.6,6,2,1,0,29.0,6.7,15.0,9,1
22,4.9,5,3,1,0,24.0,3.1,10.0,8,4
39,4.5,2,2,1,0,16.0,6.5,10.0,12,3
32,4.1,6,4,1,0,34.0,12.2,5.0,6,4
25,4.7,6,4,0,0,20.0,22.7,15.0,8,5
30,5.0,4,3,1,0,28.0,7.9,15.0,8,2
25,4.8,4,2,0,0,30.0,24.4,12.033229224818632,9,1
26,4.7,6,1,0,0,14.0,16.8,5.615506971582029,9,2
30,4.6,3,3,1,0,30.0,8.6,5.0,12,0
31,4.3,3,1,1,0,25.0,6.5,15.0,4,4
33,4.8,1,1,0,0,28.0,17.4,10.0,8,4
20,5.0,1,1,0,0,17.0,18.3,5.0,6,1
36,4.3,3,4,1,0,33.0,24.9,13.236552147300497,6,7
20,4.9,5,2,1,0,36.0,16.8,15.0,4,4
28,4.8,4,1,0,0,16.0,14.2,6.4177222532366045,12,3
37,4.7,2,4,0,0,25.0,11.6,10.0,4,4
28,5.0,4,4,2,0,40.0,20.9,16.04430563309151,9,3
39,3.5,2,1,0,0,32.0,23.6,5.0,12,2
31,4.0,2,4,0,0,42.0,16.1,15.0,6,2
30,4.9,1,1,1,0,27.0,11.8,5.0,4,5
27,4.9,5,4,1,0,25.0,22.9,10.0,12,4
30,4.9,5,1,1,0,24.0,12.7,9.626583379854909,12,3
29,4.5,2,4,1,0,30.0,32.5,12.033229224818632,9,5
35,4.5,3,1,1,0,22.0,31.3,5.0,4,4
34,4.9,3,3,0,0,31.0,3.9,12.43433686564592,4,4
37,4.8,6,1,1,0,16.0,15.2,5.0,9,2
34,4.9,1,4,1,0,25.0,6.4,5.0,4,6
23,4.1,4,4,1,0,32.0,16.1,30.0,6,3
29,4.7,1,2,1,0,20.0,10.9,10.0,4,5
26,4.1,5,1,1,0,21.0,14.9,8.423260457373043,4,5
34,4.9,4,1,1,0,19.0,9.6,15.0,8,4
21,4.7,6,4,1,0,11.0,6.7,5.0,9,1
35,4.6,3,1,1,0,23.0,14.7,10.0,4,2
20,4.7,6,1,0,0,12.0,21.9,5.0,6,5
24,4.1,2,4,1,0,39.0,27.6,15.0,6,2
25,4.5,3,3,1,0,16.0,9.2,5.0,6,1
22,4.8,2,1,1,0,17.0,7.2,5.0,9,5
38,4.7,3,2,0,0,24.0,20.0,10.0,8,1
29,4.3,2,3,1,0,33.0,8.9,15.0,6,3
24,4.8,5,2,1,0,29.0,28.3,15.0,6,2
31,4.7,3,1,1,0,28.0,10.9,5.0,6,2
20,4.8,4,4,1,0,25.0,7.6,10.0,6,3
25,4.6,1,2,0,0,16.0,12.6,5.0,6,5
23,5.0,5,1,1,0,11.0,27.3,4.412184049100166,6,2
39,4.7,2,2,2,0,34.0,10.9,13.637659788127785,4,2
21,4.7,2,2,0,0,35.0,24.2,15.0,4,5
32,4.7,6,2,1,0,25.0,8.4,5.0,9,1
36,4.9,1,4,1,0,15.0,24.1,5.0,8,5
38,4.8,2,4,3,0,49.0,14.2,5.0,8,3
34,4.3,5,2,1,0,35.0,21.5,10.0,4,2
23,2.5,1,1,1,0,34.0,22.1,13.637659788127785,8,6
32,3.6,6,4,1,0,39.0,25.9,5.0,9,3
31,4.8,4,1,1,0,26.0,3.2,10.428798661509482,4,0
22,4.6,1,4,1,0,11.0,16.4,4.412184049100166,12,1
34,3.9,2,1,1,0,33.0,17.3,10.0,6,3
39,4.8,2,4,1,0,47.0,22.8,5.0,4,4
21,5.0,2,1,0,0,25.0,18.0,10.0,8,3
34,3.9,4,1,1,0,37.0,17.9,5.0,9,1
31,4.4,2,3,0,0,29.0,17.95,5.0,4,1
28,4.9,3,2,1,0,15.0,18.0,10.0,8,3
34,4.9,3,1,1,0,20.0,3.2,8.022152816545756,8,0
21,4.7,5,4,0,0,29.0,24.1,10.0,8,3
30,4.6,4,3,1,0,30.0,4.2,15.0,6,1
36,5.0,4,1,1,0,16.0,11.5,10.0,9,1
25,4.5,2,1,0,0,24.0,5.0,10.0,4,3
38,4.3,1,4,0,0,31.0,22.0,15.0,9,3
24,5.0,1,3,0,0,12.0,9.7,4.813291689927453,9,7
31,4.7,1,2,1,0,29.0,16.1,5.0,6,7
27,4.6,1,4,0,0,13.0,20.8,5.0,12,6
23,4.8,4,1,1,0,11.0,9.0,10.0,8,1
24,4.8,4,1,0,0,29.0,22.8,11.632121583991346,12,6
25,4.7,5,2,1,0,23.0,24.8,5.0,9,6
38,4.5,3,1,0,0,24.0,3.3,5.0,6,0
32,4.8,1,2,0,0,26.0,16.0,10.0,4,6
22,4.3,6,4,1,0,36.0,14.3,14.43987506978236,4,5
35,4.9,5,4,1,0,31.0,6.7,15.0,9,6
35,4.1,5,2,1,0,46.0,27.9,15.0,4,2
22,3.5,1,1,0,0,33.0,13.4,10.0,12,4
25,4.2,3,1,1,0,27.0,3.2,10.82990630233677,9,5
28,4.9,6,2,1,0,24.0,11.2,5.0,9,0
35,3.6,4,1,0,0,34.0,16.0,15.0,12,0
38,4.8,4,1,1,0,17.0,13.2,15.0,6,4
31,5.0,4,1,1,0,28.0,18.3,20.0,4,5
26,5.0,2,1,1,0,10.0,9.9,4.011076408272878,6,3
36,4.4,2,2,1,0,31.0,28.2,10.0,8,2
26,4.6,6,4,1,0,32.0,7.9,15.0,4,5
38,4.1,4,4,1,0,41.0,43.3,5.0,9,1
25,4.3,2,2,0,0,37.0,16.5,5.0,9,2
25,5.0,2,3,1,0,32.0,1.9,12.835444506473207,6,4
27,4.7,2,4,1,0,24.0,7.5,5.0,8,2
30,4.5,4,2,1,0,17.0,10.7,6.818829894063892,9,5
33,4.2,2,3,1,0,39.0,5.0,10.0,9,3
39,4.9,6,2,1,0,26.0,15.0,5.0,8,0
34,4.5,5,4,0,0,28.0,6.9,5.0,12,7
37,4.2,3,1,1,0,30.0,7.1,15.0,4,5
36,4.8,2,1,1,0,20.0,7.5,10.0,4,6
29,4.9,4,4,2,0,45.0,17.9,15.0,4,7
30,4.4,4,1,1,0,35.0,19.8,15.0,6,5
32,5.0,3,4,1,0,43.0,14.3,17.247628555573375,4,6
21,4.8,6,1,1,0,13.0,17.1,10.0,8,2
24,4.2,2,2,1,0,35.0,24.2,15.0,9,7
28,4.9,1,4,1,0,25.0,17.6,10.0,4,3
21,5.0,5,1,0,0,11.0,13.5,5.0,6,5
24,4.8,4,2,0,0,37.0,25.1,14.840982710609648,4,6
35,4.8,3,2,1,0,29.0,6.1,10.0,9,6
25,4.5,5,1,1,0,20.0,15.1,15.0,4,0
20,5.0,1,2,1,0,22.0,14.8,8.824368098200331,4,4
23,4.7,2,4,1,0,31.0,13.8,12.43433686564592,9,2
28,4.7,4,1,1,0,25.0,23.3,10.0,6,0
31,4.8,1,4,1,0,22.0,11.9,10.0,8,6
28,4.5,1,2,1,0,16.0,14.3,5.0,9,4
20,3.9,1,4,1,0,54.0,12.8,5.0,4,5
26,4.9,6,4,1,0,22.0,25.0,8.824368098200331,9,4
24,4.8,5,3,1,0,10.0,2.9,4.011076408272878,8,2
35,4.8,2,4,1,0,43.0,17.5,15.0,12,1
31,4.7,1,4,0,0,19.0,7.9,15.0,6,2
20,4.7,1,1,1,0,28.0,17.2,15.0,4,4
32,4.0,6,1,1,0,31.0,2.7,12.43433686564592,4,3
25,4.7,1,2,0,0,19.0,7.5,7.621045175718468,6,4
29,5.0,5,4,1,0,20.0,6.7,15.0,4,6
20,4.8,5,4,0,0,14.0,9.8,5.615506971582029,6,6
23,4.7,4,4,1,0,42.0,28.7,16.846520914746087,4,1
33,5.0,1,2,1,0,25.0,19.8,15.0,6,2
24,4.8,1,4,0,0,16.0,21.5,10.0,12,5
25,4.8,4,2,0,0,22.0,11.4,15.0,4,3
28,4.6,4,2,1,0,21.0,11.7,8.423260457373043,4,2
31,4.4,2,1,1,0,37.0,26.2,5.0,6,4
38,4.8,1,2,1,0,17.0,9.7,6.818829894063892,6,0
22,4.6,1,4,0,0,15.0,43.4,6.016614612409317,4,5
35,4.7,1,1,1,0,12.0,2.5,4.813291689927453,6,4
34,3.8,2,1,1,0,39.0,19.6,15.0,6,4
20,4.8,1,1,1,0,28.0,13.25,5.0,9,1
20,3.5,1,4,3,1,50.0,6.9,15.0,4,0
30,4.2,2,4,2,0,49.0,16.0,10.0,9,3
32,4.1,2,1,1,0,14.0,2.4,5.615506971582029,12,3
35,4.0,4,4,1,0,35.0,24.1,15.0,6,2
28,4.8,3,1,1,0,18.0,3.1,15.0,6,3
22,5.0,1,4,0,0,11.0,9.7,5.0,9,3
23,4.8,2,4,1,0,33.0,13.7,10.0,12,4
22,4.9,4,1,0,0,16.0,4.1,15.0,9,2
34,4.6,2,4,1,0,29.0,13.2,15.0,4,6
30,4.7,4,3,1,0,26.0,2.2,15.0,4,6
20,4.8,6,2,1,0,14.0,8.9,10.0,4,2
20,5.0,3,4,1,0,36.0,14.3,15.0,4,3
39,4.6,3,1,1,0,24.0,8.3,9.626583379854909,6,4
27,4.7,5,1,0,0,11.0,4.8,10.0,9,3
35,4.8,6,1,0,0,27.0,4.1,15.0,6,4
24,4.8,3,4,1,0,26.0,28.9,10.0,8,3
25,4.9,1,2,0,0,17.0,13.2,15.0,4,4
28,4.8,4,2,0,0,14.0,11.3,5.615506971582029,8,5
33,4.6,2,1,0,0,30.0,31.1,12.033229224818632,6,6
35,4.9,5,1,1,0,21.0,9.8,5.0,9,0
30,4.9,6,4,1,0,35.0,12.1,15.0,4,2
31,4.9,4,1,1,0,29.0,14.399,15.0,4,1
31,4.8,3,2,0,0,21.0,16.7,5.0,9,2
33,5.0,5,1,1,0,24.0,4.9,5.0,9,3
39,4.6,1,2,1,0,18.0,23.3,15.0,6,1
37,4.5,6,1,1,0,24.0,12.8,5.0,4,4
26,4.8,4,2,1,0,21.0,7.5,10.0,4,2
35,4.4,5,2,1,0,32.0,9.8,5.0,12,6
29,4.8,5,1,0,0,14.0,1.9,5.615506971582029,6,4
24,4.8,1,1,1,0,19.0,2.5,15.0,8,5
25,4.9,5,2,1,0,27.0,26.4,10.0,6,2
20,4.5,5,3,1,0,21.0,9.3,15.0,4,4
28,5.0,3,1,0,0,13.0,13.5,5.0,6,6
29,5.0,1,1,0,0,21.0,1.7,15.0,8,0
37,4.8,6,1,1,0,27.0,6.1,10.82990630233677,8,2
30,4.8,5,1,1,0,28.0,2.9,5.0,6,3
23,5.0,4,2,0,0,34.0,16.9,15.0,9,5
36,4.5,3,1,1,0,18.0,14.6,10.0,8,5
39,4.5,4,1,0,0,37.0,23.9,10.0,12,2
28,4.9,3,2,1,0,13.0,12.5,10.0,4,2
32,4.8,4,1,1,0,18.0,4.1,7.21993753489118,9,6
38,4.9,5,2,1,0,31.0,18.2,15.0,8,2
35,4.8,4,4,1,0,42.0,25.1,15.0,9,2
33,4.8,1,1,1,0,21.0,12.0,10.0,4,3
27,4.9,5,4,1,0,32.0,52.2,12.835444506473207,4,2
28,4.9,5,4,1,0,17.0,20.6,6.818829894063892,9,2
27,4.6,2,2,1,0,22.0,9.0,5.0,4,1
23,5.0,3,4,1,0,27.0,16.0,10.0,6,5
37,4.2,6,4,1,0,37.0,14.9,20.0,9,2
36,4.9,1,2,1,0,24.0,13.1,5.0,4,2
38,4.8,1,1,1,0,17.0,11.3,5.0,12,3
38,4.8,2,4,0,0,27.0,13.2,10.0,4,2
31,4.4,6,4,1,1,53.0,15.2,5.0,4,5
21,4.2,5,1,0,0,16.0,3.8,6.4177222532366045,4,2
26,4.7,3,4,0,0,22.0,21.6,15.0,6,0
23,4.9,2,2,2,0,36.0,17.7,5.0,12,4
36,4.8,1,4,1,0,15.0,14.6,6.016614612409317,6,3
35,4.8,4,1,1,0,17.0,15.0,6.818829894063892,4,6
34,4.7,4,3,1,0,26.0,8.9,10.428798661509482,4,1
20,4.9,3,1,1,0,15.0,17.9,5.0,4,3
25,4.1,3,1,1,0,28.0,11.4,10.0,4,3
36,4.6,1,4,1,0,30.0,19.3,5.0,4,2
27,4.7,4,1,1,0,20.0,12.75,8.022152816545756,4,3
35,4.1,6,1,1,0,32.0,6.2,10.0,4,3
31,4.8,6,3,1,0,26.0,10.2,5.0,6,5
23,5.0,2,4,1,0,44.0,21.3,17.648736196400662,9,2
23,4.5,3,2,1,0,26.0,28.5,5.0,9,4
29,4.8,4,2,1,0,26.0,8.1,15.0,4,0
30,5.0,2,1,1,0,19.0,9.8,10.0,9,1
39,4.9,1,1,0,0,25.0,5.2,5.0,4,2
34,4.3,3,2,1,0,36.0,6.7,5.0,4,6
36,4.8,3,1,0,0,29.0,3.7,15.0,8,1
30,4.9,1,4,1,0,24.0,17.8,5.0,8,5
29,4.8,4,4,1,0,29.0,6.6,5.0,12,6
24,4.7,3,1,0,0,10.0,11.4,5.0,6,2
37,4.8,1,1,1,0,18.0,5.4,10.0,8,6
33,4.8,3,1,0,0,17.0,9.8,6.818829894063892,8,4
30,4.8,6,1,1,0,16.0,14.2,5.0,8,1
21,4.7,1,1,0,0,10.0,9.1,4.011076408272878,4,6
33,4.7,1,2,0,0,22.0,9.6,5.0,4,4
39,4.4,6,4,1,0,39.0,17.8,15.643197992264223,4,1
25,4.8,1,1,0,0,22.0,11.7,15.0,8,4
26,4.7,6,1,0,0,18.0,13.3,5.0,8,4
30,5.0,5,1,0,0,25.0,3.5,15.0,9,3
37,4.7,4,1,0,0,20.0,4.2,5.0,4,3
39,4.7,4,1,1,0,24.0,3.8,10.0,4,4
21,4.9,1,2,0,0,19.0,15.2,5.0,12,3
31,4.1,5,2,0,0,33.0,12.0,5.0,4,0
38,4.9,5,3,0,0,25.0,15.6,5.0,9,3
35,4.9,4,2,2,0,36.0,22.8,10.0,4,5
33,4.8,4,1,1,0,15.0,17.25,6.016614612409317,16,1
31,4.8,1,2,1,0,23.0,11.7,15.0,9,5
39,4.2,6,4,1,0,32.0,6.1,12.835444506473207,9,1
32,4.5,5,4,1,0,17.0,10.2,6.818829894063892,9,4
25,4.8,3,2,1,0,28.0,8.5,10.0,9,0
38,5.0,5,2,1,0,32.0,6.1,10.0,4,0
39,4.9,3,4,1,0,30.0,11.4,15.0,12,4
33,4.3,6,2,0,0,31.0,9.0,12.43433686564592,8,4
30,4.7,5,2,0,0,32.0,7.7,10.0,12,0
30,4.4,2,2,1,0,40.0,24.5,16.04430563309151,9,4
21,4.9,3,2,0,0,15.0,6.1,10.0,4,0
20,4.5,1,3,1,0,51.0,8.2,15.0,4,3
26,4.6,4,3,0,0,22.0,3.8,5.0,8,7
31,4.3,3,3,1,1,48.0,4.6,40.0,4,7
32,5.0,5,4,0,0,25.0,30.6,15.0,6,1
23,4.9,1,1,0,0,10.0,4.0,4.011076408272878,4,2
26,4.9,2,4,1,0,25.0,12.4,5.0,9,1
34,5.0,4,2,1,0,30.0,22.2,10.0,8,2
37,4.7,3,2,0,0,25.0,13.4,15.0,9,6
21,4.9,3,2,0,0,24.0,6.5,5.0,9,2
28,4.6,2,2,0,0,27.0,12.3,5.0,4,3
33,4.7,5,4,1,0,25.0,22.4,10.0,8,2
37,4.5,4,1,1,0,16.0,7.6,6.4177222532366045,6,2
22,4.9,3,4,1,0,16.0,13.1,6.4177222532366045,8,4
29,5.0,5,4,0,0,27.0,19.3,10.82990630233677,4,4
32,4.6,2,1,1,0,24.0,5.9,15.0,4,3
36,4.9,4,1,0,0,15.0,8.0,6.016614612409317,8,6
37,4.7,4,1,0,0,26.0,7.9,10.0,4,0
31,4.8,4,1,0,0,19.0,2.2,10.0,8,5
21,4.9,4,2,1,0,18.0,13.3,5.0,8,1
28,4.7,3,1,1,0,12.0,16.8,4.813291689927453,8,6
35,4.5,6,4,3,1,44.0,25.5,17.648736196400662,6,4
36,4.9,3,1,1,0,23.0,14.6,5.0,4,2
34,4.5,3,4,0,0,26.0,10.1,10.0,12,3
26,4.5,4,1,1,0,22.0,2.0,8.824368098200331,4,4
39,4.7,1,4,1,0,19.0,13.4,10.0,6,2
33,4.7,1,1,1,0,10.0,2.5,4.011076408272878,6,1
36,4.9,3,2,1,0,40.0,14.7,10.0,4,3
27,4.5,2,3,1,0,20.0,3.2,15.0,4,5
37,4.8,6,4,1,0,28.0,10.8,5.0,6,4
21,4.7,5,1,0,0,15.0,28.0,6.016614612409317,9,4
28,4.3,6,1,0,0,21.0,3.1,15.0,4,1
26,3.9,1,4,0,0,46.0,6.5,5.0,4,7
39,4.7,4,2,0,0,18.0,11.3,10.0,9,4
27,4.8,4,1,0,0,10.0,3.2,5.0,8,1
38,4.7,1,2,1,0,29.0,8.0,5.0,4,4
32,4.1,6,4,1,0,42.0,18.2,16.846520914746087,4,2
25,5.0,4,4,1,0,35.0,12.2,15.0,8,4
38,4.9,3,4,1,0,28.0,10.0,10.0,6,4
33,4.9,6,2,1,0,22.0,28.5,15.0,12,6
31,4.7,2,2,1,0,17.0,10.3,10.0,8,1
22,4.6,1,1,0,0,16.0,2.9,10.0,4,0
27,4.8,4,1,1,0,22.0,24.3,15.0,8,0
31,4.9,3,1,1,0,23.0,7.8,9.22547573902762,6,5
29,4.5,3,1,0,0,17.0,10.7,15.0,4,2
27,4.2,5,1,1,0,18.0,13.6,15.0,4,5
35,5.0,6,3,1,0,43.0,4.0,10.0,4,6
34,4.5,6,2,1,0,23.0,21.4,15.0,6,0
36,4.2,2,2,1,0,33.0,13.4,15.0,4,5
38,5.0,2,3,0,0,25.0,4.3,10.027691020682196,4,6
25,4.6,6,1,0,0,19.0,6.9,7.621045175718468,9,6
33,4.7,1,1,0,0,10.0,6.9,4.011076408272878,9,2
32,4.8,4,4,1,0,33.0,13.2,13.236552147300497,4,2
28,4.9,5,2,1,0,27.0,6.2,10.0,12,3
25,4.2,3,1,1,0,29.0,4.4,5.0,4,1
36,4.7,3,3,1,0,25.0,5.1,15.0,12,1
26,4.9,5,4,1,0,17.0,16.3,5.0,9,3
22,5.0,1,4,2,0,34.0,24.8,15.0,4,2
39,4.9,3,4,1,0,29.0,14.4,15.0,9,0
34,4.7,4,4,1,0,34.0,16.1,10.0,8,3
33,4.8,6,1,1,0,28.0,3.5,10.0,6,3
31,4.6,5,2,1,0,26.0,12.2,5.0,4,6
35,5.0,2,3,1,0,37.0,8.4,14.840982710609648,9,4
29,4.7,5,2,0,0,23.0,25.2,10.0,6,3
32,3.8,3,4,0,0,31.0,19.8,5.0,12,5
29,4.0,6,4,1,0,33.0,20.6,10.0,4,5
23,4.9,3,3,0,0,13.0,8.2,5.214399330754741,8,0
24,5.0,6,3,0,0,11.0,4.9,4.412184049100166,12,0
39,4.7,4,1,1,0,16.0,3.0,5.0,6,2
20,4.9,3,3,1,0,16.0,5.9,5.0,4,6
31,4.6,5,1,1,0,17.0,17.1,10.0,12,2
22,4.9,2,1,1,0,22.0,23.9,15.0,4,2
28,4.8,1,1,1,0,13.0,7.3,5.214399330754741,4,4
34,4.8,4,1,0,0,28.0,13.6,10.0,12,0
25,4.8,3,2,1,0,15.0,9.5,6.016614612409317,4,1
25,4.9,3,2,1,0,29.0,12.2,5.0,9,5
35,4.8,4,4,1,0,30.0,11.5,10.0,8,7
24,4.5,4,1,0,0,24.0,12.9,5.0,4,1
28,4.6,6,1,0,0,11.0,2.4,4.412184049100166,8,3
20,4.9,3,1,0,0,24.0,16.1,10.0,4,6
37,5.0,5,2,1,0,29.0,10.8,15.0,9,5
34,4.8,4,1,1,0,17.0,5.5,10.0,6,1
29,4.7,1,1,0,0,17.0,2.1,15.0,12,5
27,4.4,6,2,1,0,33.0,15.7,5.0,4,6
27,4.1,4,4,0,0,44.0,13.8,5.0,12,3
38,4.8,3,1,0,0,27.0,4.3,10.0,6,0
37,4.1,1,2,2,0,38.0,14.3,15.0,4,4
35,4.6,5,2,0,0,37.0,21.7,10.0,4,3
25,4.9,3,3,1,0,20.0,7.5,10.0,9,3
28,4.8,2,4,0,0,37.0,29.6,10.0,6,6
33,4.6,2,1,1,0,19.0,4.8,10.0,8,1
29,4.9,5,4,1,0,24.0,14.9,10.0,12,1
21,4.7,6,2,1,0,15.0,19.6,6.016614612409317,6,5
27,4.6,3,1,0,0,12.0,2.2,4.813291689927453,9,6
32,4.9,1,4,1,0,16.0,11.9,5.0,6,4
33,4.7,3,4,1,0,26.0,17.0,10.428798661509482,4,4
35,4.5,3,1,1,0,20.0,6.5,8.022152816545756,4,5
37,3.6,6,2,1,0,38.0,18.7,10.0,9,6
28,5.0,1,1,0,0,15.0,6.9,6.016614612409317,12,4
32,4.7,3,1,1,0,25.0,18.3,10.027691020682196,4,1
29,4.8,1,4,0,0,10.0,6.7,4.011076408272878,6,7
38,4.8,1,1,1,0,17.0,5.9,5.0,6,2
28,4.8,1,1,0,0,16.0,3.9,5.0,9,1
20,4.9,6,4,1,0,27.0,6.4,5.0,8,3
23,4.7,4,4,1,0,33.0,27.8,15.0,8,4
23,5.0,4,2,1,0,30.0,29.2,5.0,6,3
25,4.7,5,2,1,0,28.0,25.5,5.0,4,2
39,4.9,6,2,1,0,39.0,13.6,10.0,4,6
25,4.7,5,1,1,0,19.0,11.3,10.0,6,6
26,4.6,4,2,1,0,34.0,17.6,10.0,6,5
28,4.5,6,4,0,0,23.0,26.3,15.0,9,5
25,4.6,3,1,1,0,17.0,43.4,5.0,8,2
38,4.8,3,1,1,0,28.0,2.8,5.0,8,5
29,4.6,5,1,0,0,19.0,27.8,15.0,8,2
38,4.7,2,2,0,0,16.0,11.5,6.4177222532366045,6,1
23,4.6,1,4,1,0,19.0,12.7,10.0,9,3
28,4.1,4,4,1,0,44.0,14.85,5.0,6,5
20,4.7,2,1,0,0,20.0,17.0,10.0,6,4
27,4.2,2,4,1,0,39.0,19.0,15.643197992264223,9,5
33,4.9,1,1,0,0,14.0,5.1,5.615506971582029,12,1
38,4.1,4,2,2,0,36.0,14.6,15.0,8,0
34,4.1,2,3,0,0,35.0,2.5,10.0,6,5
26,4.8,3,1,0,0,14.0,10.5,5.0,8,6
21,4.2,6,1,0,0,23.0,13.1,5.0,4,0
22,4.7,2,1,0,0,26.0,29.6,15.0,6,2
26,4.6,2,4,1,0,21.0,6.5,5.0,4,4
25,4.9,3,4,1,0,28.0,20.5,5.0,9,3
32,5.0,6,4,1,0,33.0,13.3,10.0,8,1
23,4.6,6,2,1,0,21.0,11.2,8.423260457373043,4,4
26,4.4,6,1,1,0,22.0,4.3,15.0,4,2
37,5.0,4,3,0,0,36.0,3.8,14.43987506978236,12,2
38,4.2,4,3,0,0,33.0,10.2,15.0,4,6
20,4.4,4,4,1,0,34.0,10.3,5.0,9,2
20,4.9,3,2,1,0,24.0,23.4,10.0,6,4
29,5.0,4,4,1,0,48.0,17.8,19.253166759709814,4,3
27,4.8,6,1,1,0,16.0,4.3,15.0,9,4
21,4.6,5,4,1,0,24.0,9.05,10.0,9,7
37,4.8,6,4,2,0,37.0,13.8,10.0,4,1
35,4.9,4,4,1,0,48.0,14.4,5.0,4,7
26,4.7,6,2,0,0,11.0,10.9,5.0,4,4
37,4.9,1,1,0,0,14.0,11.7,10.0,8,3
23,5.0,1,4,1,0,24.0,28.9,15.0,8,5
34,4.5,5,1,0,0,18.0,23.8,5.0,8,3
31,4.3,4,4,1,0,37.0,20.6,14.840982710609648,12,4
36,4.4,6,4,1,0,39.0,19.2,10.0,6,3
35,4.8,1,1,1,0,20.0,16.4,8.022152816545756,9,7
20,4.9,5,4,0,0,16.0,8.4,6.4177222532366045,12,1
23,4.6,3,3,0,0,21.0,17.4,5.0,9,6
24,4.7,1,3,0,0,13.0,4.0,10.0,6,5
24,4.8,4,2,1,0,29.0,6.3,15.0,4,2
37,4.6,1,2,1,0,36.0,24.2,15.0,4,2
31,4.8,2,4,1,0,30.0,12.4,12.033229224818632,4,0
28,4.7,1,4,1,0,24.0,27.7,15.0,8,6
34,4.6,2,1,1,0,19.0,9.0,15.0,8,4
36,5.0,6,1,1,0,27.0,23.9,15.0,4,4
30,3.7,6,4,1,0,34.0,24.3,10.0,8,4
24,4.6,6,1,1,0,21.0,14.3,10.0,4,2
24,4.7,3,4,0,0,38.0,19.3,15.0,4,6
24,4.9,1,1,1,0,18.0,5.5,5.0,4,1
31,4.7,4,4,2,0,41.0,17.3,5.0,12,4
32,4.9,4,4,0,0,42.0,18.3,16.846520914746087,4,0
33,4.1,5,4,1,0,35.0,28.3,10.0,4,6
37,4.7,3,1,1,0,20.0,14.6,8.022152816545756,4,4
31,4.9,3,4,1,0,30.0,5.9,12.033229224818632,6,7
23,4.8,5,1,1,0,15.0,13.6,5.0,12,6
38,4.3,4,4,1,1,48.0,24.4,10.0,6,4
28,4.5,2,1,1,0,28.0,25.8,5.0,12,0
27,4.8,4,1,1,0,24.0,17.2,9.626583379854909,4,3
20,4.6,1,2,1,0,14.0,8.1,5.0,12,1
37,4.9,2,1,0,0,19.0,4.4,15.0,6,3
21,4.3,6,2,1,0,34.0,26.9,5.0,4,3
23,4.6,1,2,0,0,13.0,25.3,5.214399330754741,6,4
27,4.9,6,2,1,0,19.0,10.5,10.0,4,4
38,4.2,4,3,1,0,31.0,4.9,5.0,12,4
35,5.0,2,4,3,0,47.0,20.6,18.85205911888253,6,0
36,4.3,6,1,1,0,31.0,10.6,5.0,4,3
26,4.1,6,1,0,0,21.0,6.8,10.0,4,6
33,4.5,1,2,1,0,24.0,12.2,5.0,4,0
27,4.6,5,4,0,0,31.0,15.9,12.43433686564592,4,4
21,4.7,2,2,1,0,35.0,30.3,5.0,6,2
25,4.6,1,2,0,0,15.0,15.9,10.0,12,6
32,4.8,4,1,1,0,14.0,16.2,5.615506971582029,12,3
39,4.9,4,1,1,0,19.0,5.0,5.0,12,6
32,4.8,6,1,1,0,20.0,4.2,5.0,9,0
31,4.8,2,2,0,0,19.0,11.1,5.0,12,1
28,4.7,3,1,0,0,17.0,16.8,5.0,9,4
24,4.7,5,2,1,0,18.0,29.2,7.21993753489118,6,0
27,4.4,5,1,1,0,15.0,4.8,6.016614612409317,4,2
37,4.7,1,2,0,0,39.0,15.8,10.0,4,1
39,4.3,3,4,1,0,35.0,20.9,15.0,4,4
34,4.8,3,2,1,0,25.0,17.1,15.0,8,2
38,5.0,2,1,1,0,27.0,16.8,5.0,6,4
29,4.7,2,2,0,0,12.0,11.0,5.0,12,1
31,4.8,1,1,1,0,23.0,6.6,9.22547573902762,4,5
33,4.9,6,3,1,0,36.0,4.9,15.0,4,4
29,5.0,4,1,1,0,24.0,6.1,9.626583379854909,6,4
25,5.0,4,4,0,0,42.0,18.1,5.0,4,6
39,3.8,2,1,0,0,37.0,33.7,5.0,6,5
