Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_performance_Impact,Festival,multiple_deliveries,pickup_time,Travel_Distance,Time_taken
27,5.0,4,2,3,0,2,10.0,26.2,34.0
32,4.2,6,4,6,0,2,10.0,10.3,34.0
32,4.9,1,4,6,0,1,8.0,26.8,29.0
22,4.9,4,3,12,0,2,7.0,7.6,22.0
22,4.7,3,1,6,0,2,15.0,9.3,18.0
39,5.0,3,3,6,0,2,10.0,7.6,33.0
33,4.2,4,4,6,1,2,10.0,11.0,38.0
21,5.0,1,4,12,0,2,12.0,25.4,15.0
24,4.8,1,2,12,0,1,10.0,7.0,15.0
21,4.2,3,1,3,0,2,15.0,2.5,19.0
23,5.0,2,1,12,0,2,10.0,25.1,28.0
38,4.6,4,4,8,0,3,15.0,22.3,46.0
28,4.2,4,2,6,0,3,15.0,27.0,38.0
20,4.8,2,1,6,0,2,10.0,4.3,17.0
26,4.9,5,2,12,0,1,15.0,9.4,24.0
21,5.0,5,2,6,0,2,15.0,14.2,18.0
39,4.5,2,1,6,0,2,5.0,15.1,31.0
28,4.6,4,1,3,0,2,20.0,8.7,29.0
23,4.5,6,2,3,0,2,10.0,27.2,21.0
28,4.6,6,2,6,0,2,10.0,17.0,19.0
36,4.6,4,1,6,0,1,12.0,11.3,15.0
29,4.9,6,4,6,0,1,10.0,18.5,25.0
21,4.9,1,1,3,0,1,10.0,13.5,15.0
24,5.0,6,2,12,0,1,5.0,28.8,26.0
22,4.7,3,2,8,0,1,10.0,18.8,16.0
32,4.7,1,4,12,0,2,15.0,14.3,25.0
23,4.8,2,1,12,0,2,5.0,5.8,18.0
30,4.4,2,2,9,0,2,10.0,29.5,37.0
33,4.5,1,4,6,0,2,5.0,7.9,19.0
26,4.6,1,1,3,0,2,5.0,7.55,29.0
23,4.7,2,4,3,0,2,10.0,23.8,37.0
34,4.9,1,1,6,0,1,15.0,2.0,16.0
26,4.9,5,1,8,0,1,5.0,6.2,19.0
25,4.6,6,3,3,0,2,5.0,4.3,27.0
22,4.8,2,1,12,0,1,4.0,4.2,10.0
31,4.5,1,2,3,0,2,15.0,19.4,26.0
37,4.9,2,2,3,0,2,10.0,11.3,29.0
34,5.0,2,2,6,0,2,15.0,5.6,16.0
30,4.8,5,2,3,1,3,15.0,24.5,47.0
39,4.0,3,4,3,0,3,10.0,25.7,41.0
24,5.0,4,1,6,0,2,6.0,5.2,14.0
21,5.0,2,1,3,0,1,10.0,12.2,15.0
31,4.6,2,2,12,0,2,15.0,32.5,30.0
38,4.6,1,1,6,0,1,5.0,27.0,26.0
20,5.0,4,2,3,0,1,5.0,22.9,44.0
25,4.0,2,2,6,0,2,15.0,36.25,34.0
30,4.4,6,4,3,0,1,12.0,22.3,43.0
37,4.9,3,1,6,0,2,5.0,15.9,29.0
21,5.0,1,2,9,0,1,10.0,7.4,11.0
38,4.6,1,1,3,0,2,5.0,12.6,28.0
25,4.6,1,1,3,0,2,5.0,22.7,20.0
23,4.6,6,1,6,0,1,8.0,22.6,12.0
38,5.0,1,4,8,0,2,15.0,21.0,22.0
34,4.8,2,4,12,0,2,10.0,11.9,34.0
27,4.4,4,2,6,0,1,9.0,12.9,15.0
36,4.7,5,4,6,0,2,15.0,17.95,28.0
35,4.6,2,4,3,0,3,15.0,25.5,40.0
30,4.6,2,2,8,0,2,10.0,8.7,18.0
28,4.7,4,3,6,0,2,10.0,6.6,20.0
22,4.6,4,1,12,0,2,4.0,2.9,10.0
34,4.8,3,2,12,0,2,10.0,12.5,29.0
22,4.5,3,1,6,0,1,5.0,11.3,15.0
22,4.9,3,2,3,0,2,10.0,17.2,24.0
28,4.9,6,2,6,0,2,10.0,14.9,25.0
28,4.5,5,3,12,0,1,5.0,8.2,16.0
38,4.7,2,4,6,0,2,15.0,12.1,31.0
39,4.5,1,2,8,0,2,10.0,20.8,22.0
23,4.9,5,2,8,0,2,15.0,19.4,17.0
38,4.9,2,2,3,0,2,15.0,7.2,31.0
38,4.5,5,3,6,0,1,10.0,4.8,29.0
21,4.9,5,4,3,0,2,5.0,22.8,33.0
29,5.0,3,2,9,0,2,12.0,15.9,17.0
21,4.8,5,3,3,0,2,15.0,7.3,27.0
22,4.8,2,1,12,0,2,5.0,24.1,27.0
26,4.9,3,1,6,0,1,5.0,24.7,16.0
31,4.1,1,4,9,0,3,5.0,15.4,34.0
39,4.0,6,3,12,0,1,15.0,3.8,34.0
21,4.7,3,4,3,0,1,5.0,11.3,27.0
37,5.0,3,4,3,0,2,12.0,26.9,48.0
36,4.7,2,2,6,0,2,10.0,13.1,15.0
37,4.9,1,4,6,0,2,15.0,17.8,19.0
38,4.0,6,4,3,0,2,5.0,18.4,51.0
39,4.8,2,4,6,0,2,10.0,6.2,36.0
31,4.7,2,4,8,0,2,10.0,18.3,38.0
36,4.7,4,1,8,0,2,11.0,6.6,22.0
24,4.5,5,1,3,0,2,5.0,24.1,22.0
25,4.8,4,1,3,0,2,10.0,1.7,18.0
34,4.7,6,1,6,0,2,5.0,11.5,21.0
31,4.2,3,1,3,0,2,15.0,12.8,34.0
23,4.1,5,1,3,0,2,12.0,5.0,22.0
31,4.7,5,1,3,0,2,5.0,16.2,29.0
30,4.7,5,4,3,0,2,15.0,30.2,41.0
22,4.9,1,1,8,0,1,10.0,5.3,18.0
23,4.9,1,4,6,0,1,10.0,10.7,13.0
25,4.6,5,1,9,0,1,6.0,6.5,14.0
21,5.0,3,1,9,0,2,10.0,18.6,17.0
36,4.9,3,4,6,0,1,5.0,27.9,30.0
24,4.5,1,2,6,0,1,10.0,24.7,13.0
28,4.6,6,2,3,0,2,10.0,11.5,28.0
31,3.5,6,4,12,1,2,15.0,14.9,39.0
31,4.5,6,1,9,0,1,15.0,12.8,20.0
26,4.7,5,1,3,0,1,10.0,26.4,23.0
34,5.0,4,3,9,0,2,5.0,3.3,36.0
27,4.6,4,4,3,0,1,10.0,5.9,20.0
29,5.0,5,3,12,0,2,10.0,5.4,24.0
23,4.9,2,4,3,0,3,10.0,17.7,46.0
21,4.7,1,4,12,0,1,5.0,9.8,13.0
24,4.7,5,2,3,0,1,5.0,4.65,31.0
25,4.2,2,4,6,0,1,10.0,21.3,34.0
26,4.6,1,4,3,0,2,12.0,21.0,50.0
34,4.7,3,1,3,0,2,5.0,18.2,21.0
27,4.6,2,1,6,0,1,10.0,2.1,11.0
27,4.5,5,2,3,0,2,15.0,18.4,26.0
35,4.3,5,4,3,0,2,10.0,5.9,33.0
32,4.1,6,1,3,0,2,10.0,8.7,23.0
26,4.7,6,1,12,0,2,15.0,36.25,16.0
27,4.6,2,4,12,1,3,5.0,29.0,42.0
39,4.7,1,3,6,0,1,8.0,7.9,18.0
20,4.6,3,4,6,0,2,5.0,30.8,26.0
28,4.5,2,1,3,0,2,5.0,5.5,23.0
22,4.6,2,2,3,0,2,10.0,18.4,41.0
31,5.0,5,4,3,0,2,10.0,7.0,32.0
22,4.8,1,4,3,0,2,10.0,17.6,33.0
36,4.8,6,3,12,0,1,15.0,8.2,26.0
20,5.0,1,4,3,0,3,15.0,36.25,34.0
34,4.8,3,1,8,0,1,15.0,4.8,28.0
22,4.5,2,1,3,0,1,15.0,5.9,19.0
22,4.9,5,1,12,0,1,5.0,18.2,13.0
39,4.0,3,2,8,0,2,5.0,9.8,34.0
22,5.0,2,3,8,0,2,15.0,2.4,28.0
33,4.2,2,1,3,0,2,5.0,13.6,37.0
21,4.8,1,1,6,0,1,10.0,10.5,17.0
33,4.2,6,2,9,0,2,8.0,13.1,33.0
24,4.8,3,3,3,0,2,15.0,8.7,22.0
30,4.9,1,4,6,0,2,12.0,6.0,21.0
29,4.7,5,4,3,0,2,10.0,10.1,24.0
24,4.5,2,4,12,0,2,15.0,7.4,22.0
27,4.7,5,4,12,0,1,15.0,13.2,28.0
29,4.8,6,2,3,0,1,10.0,24.6,25.0
26,4.8,2,4,6,0,2,15.0,15.55,41.0
21,4.6,3,4,3,0,2,10.0,8.6,33.0
39,4.8,4,1,8,0,2,5.0,4.4,18.0
20,4.7,5,2,3,0,2,15.0,17.3,27.0
35,4.0,6,3,3,1,3,5.0,11.8,48.0
37,4.8,3,3,3,0,2,10.0,5.9,42.0
33,4.2,1,4,8,0,2,15.0,14.9,33.0
39,4.5,6,1,12,0,2,8.0,5.4,26.0
35,4.5,3,1,6,0,2,10.0,5.2,26.0
37,4.6,6,4,9,0,2,5.0,11.6,29.0
23,4.6,6,1,6,0,1,10.0,4.4,13.0
21,4.9,4,1,12,0,2,5.0,6.5,15.0
29,4.9,5,2,3,0,2,10.0,21.9,29.0
24,4.7,1,2,6,0,1,5.0,27.2,17.0
36,4.6,3,4,6,0,2,10.0,10.5,26.0
29,4.8,1,4,3,0,2,10.0,18.7,15.0
21,2.7,1,1,6,0,2,5.0,24.7,41.0
26,4.0,3,1,3,0,1,15.0,7.1,23.0
25,4.9,4,2,12,0,2,5.0,19.8,25.0
27,4.7,6,2,6,0,2,10.0,17.4,28.0
37,4.7,1,1,12,0,2,5.0,22.6,19.0
36,4.6,4,1,3,0,2,10.0,5.2,28.0
39,3.9,2,1,8,0,2,5.0,18.9,37.0
36,5.0,2,4,3,0,1,7.0,6.0,28.0
23,4.9,6,4,6,0,2,15.0,18.9,21.0
33,4.5,5,1,8,0,2,5.0,25.9,18.0
37,4.5,3,1,6,0,2,5.0,26.8,23.0
31,4.6,5,1,8,0,2,12.0,23.0,21.0
22,4.7,1,1,3,0,1,5.0,2.7,11.0
23,5.0,6,2,12,0,2,10.0,10.3,26.0
27,4.5,5,2,6,0,1,5.0,20.4,16.0
25,4.6,4,4,3,0,2,5.0,21.6,46.0
23,4.9,3,4,12,0,2,15.0,18.8,19.0
26,4.1,3,1,3,0,2,5.0,15.5,23.0
20,4.7,5,2,6,0,2,10.0,15.4,20.0
24,4.6,3,2,3,0,1,5.0,16.6,10.0
27,4.9,4,2,8,0,1,10.0,9.6,14.0
20,5.0,6,4,12,0,2,15.0,24.1,26.0
24,4.7,4,3,3,0,1,15.0,4.7,27.0
24,4.5,6,2,12,0,2,15.0,8.1,28.0
29,4.8,5,1,9,0,1,5.0,6.399,17.0
34,4.9,5,2,3,0,2,10.0,16.2,48.0
24,4.6,5,2,3,0,1,10.0,10.9,20.0
22,4.9,5,1,12,0,2,13.0,13.3,16.0
33,4.9,4,2,6,0,2,10.0,11.7,17.0
20,4.9,2,4,3,0,2,5.0,20.1,37.0
38,4.8,6,2,3,1,2,5.0,18.8,44.0
25,4.9,6,4,6,0,1,10.0,18.1,19.0
29,4.6,3,4,3,0,2,5.0,28.3,29.0
26,4.6,2,1,6,0,1,8.0,4.0,11.0
25,4.7,5,3,8,0,2,15.0,3.2,21.0
35,4.5,5,1,6,0,1,5.0,16.8,20.0
21,4.8,2,1,12,0,2,5.0,17.8,21.0
39,4.7,1,1,3,0,2,15.0,5.8,26.0
26,4.2,2,4,9,0,2,10.0,16.7,31.0
21,4.7,5,2,3,0,1,10.0,7.9,13.0
27,5.0,6,1,12,0,1,10.0,13.1,13.0
39,4.7,6,4,6,0,2,5.0,15.0,25.0
32,4.6,4,4,6,0,2,5.0,12.7,36.0
23,4.8,4,1,6,0,2,10.0,7.5,17.0
31,4.8,2,4,9,0,2,15.0,25.3,35.0
32,4.1,6,2,3,0,2,10.0,10.4,39.0
35,4.7,6,2,3,0,2,12.0,9.4,30.0
24,4.9,3,4,9,0,2,15.0,23.7,24.0
21,4.8,2,1,9,0,1,15.0,16.7,22.0
26,4.7,6,4,12,0,2,7.0,25.6,35.0
33,4.9,2,1,6,0,2,10.0,1.6,19.0
27,4.6,3,2,3,0,1,5.0,10.2,11.0
36,4.6,4,4,12,0,2,5.0,36.25,45.0
34,4.9,5,2,6,0,2,10.0,25.5,22.0
27,4.7,5,1,12,0,1,10.0,6.1,17.0
25,4.7,3,4,8,0,2,10.0,17.6,18.0
24,5.0,4,4,3,1,2,10.0,14.9,45.0
24,4.0,2,2,12,0,2,5.0,18.7,34.0
33,4.7,4,3,3,0,2,5.0,3.2,27.0
27,4.8,4,1,3,0,1,5.0,5.6,15.0
32,4.6,5,1,3,0,1,10.0,16.8,26.0
34,3.5,6,2,6,0,2,15.0,25.6,31.0
24,4.5,6,4,8,0,2,10.0,18.6,26.0
24,4.6,3,1,9,0,1,5.0,13.1,14.0
23,4.7,4,2,12,0,1,8.0,12.2,11.0
34,4.3,6,4,3,0,2,10.0,22.2,36.0
30,4.7,5,4,3,0,3,15.0,8.2,40.0
29,4.8,3,2,3,0,2,5.0,26.4,38.0
34,4.3,2,1,6,0,2,15.0,23.6,38.0
25,4.7,6,4,6,0,1,5.0,12.6,22.0
24,4.9,5,1,12,0,2,6.0,2.1,15.0
22,4.9,6,4,12,0,1,10.0,6.9,15.0
37,4.7,4,2,3,0,2,10.0,15.9,42.0
33,4.9,1,4,6,0,2,10.0,18.1,29.0
35,4.7,3,3,3,0,2,5.0,8.5,31.0
37,4.8,1,2,6,0,1,15.0,8.1,19.0
27,4.7,3,1,6,0,1,5.0,13.8,12.0
30,4.6,4,4,3,0,1,15.0,17.4,43.0
26,4.8,1,3,6,0,1,5.0,7.8,14.0
31,4.7,2,4,12,0,2,27.5,15.2,37.0
24,4.1,6,1,3,0,1,12.0,6.5,15.0
31,4.6,6,1,12,0,1,5.0,2.2,23.0
32,4.7,4,1,3,0,2,10.0,6.8,24.0
30,4.7,5,1,3,0,2,10.0,26.0,26.0
20,4.9,4,2,8,0,2,10.0,11.5,16.0
20,4.8,5,1,12,0,2,5.0,10.2,18.0
29,4.9,3,4,9,0,2,15.0,16.5,27.0
37,4.8,5,4,6,0,2,15.0,24.3,34.0
32,4.6,3,1,12,0,1,10.0,17.5,15.0
35,4.5,5,4,8,0,2,5.0,6.3,30.0
23,4.9,6,4,6,0,2,10.0,15.3,29.0
29,4.8,3,1,8,0,1,8.0,19.4,14.0
39,4.8,6,2,8,0,1,5.0,17.9,26.0
22,4.9,3,3,12,0,2,10.0,3.6,21.0
36,4.6,1,1,3,0,2,5.0,26.4,27.0
24,4.6,2,2,12,0,3,10.0,15.8,38.0
28,4.8,6,4,6,0,2,5.0,6.9,26.0
33,4.0,5,1,3,0,2,10.0,4.2,31.0
34,4.8,4,1,3,0,2,15.0,26.9,41.0
30,4.9,3,1,12,0,2,5.0,17.7,17.0
26,4.9,1,1,6,0,1,5.0,12.9,19.0
35,4.3,6,4,3,0,3,5.0,21.9,45.0
33,4.3,3,4,6,0,1,10.0,21.5,44.0
37,5.0,3,1,6,0,2,5.0,9.1,29.0
32,4.8,3,1,6,0,1,5.0,23.8,18.0
29,4.7,3,4,3,0,2,5.0,8.2,20.0
32,4.4,6,4,3,0,2,10.0,24.3,43.0
24,4.8,2,1,12,0,1,10.0,5.7,14.0
25,4.1,6,1,3,0,2,5.0,3.8,28.0
21,4.1,3,4,3,0,1,15.0,25.7,37.0
32,4.7,4,1,3,0,2,15.0,22.9,41.0
22,4.7,3,1,9,0,1,5.0,12.5,13.0
36,4.7,2,1,8,0,2,5.0,12.1,16.0
23,3.3,1,1,8,0,1,15.0,21.4,36.0
33,4.7,1,2,8,0,2,5.0,24.1,25.0
33,3.9,4,1,6,0,2,10.0,10.4,34.0
37,5.0,4,4,6,0,2,5.0,21.4,36.0
28,4.6,1,1,6,0,1,15.0,16.299,25.0
26,4.2,4,4,6,0,1,15.0,19.4,33.0
35,3.5,3,4,6,0,2,5.0,24.0,34.0
21,4.6,3,1,12,0,1,8.0,16.3,13.0
30,4.8,6,2,3,0,2,10.0,7.6,25.0
22,4.5,1,1,3,0,2,15.0,20.4,23.0
35,4.9,3,3,9,0,2,15.0,7.2,30.0
24,4.7,2,2,12,0,1,5.0,6.9,12.0
24,4.5,2,4,3,0,2,18.0,23.8,44.0
24,4.5,6,4,12,0,2,15.0,11.7,28.0
35,5.0,4,4,6,1,2,15.0,22.5,47.0
21,4.9,2,2,3,0,2,12.0,18.4,40.0
39,4.8,3,1,3,0,1,8.0,14.1,29.0
26,4.4,3,1,3,0,2,5.0,2.6,19.0
25,4.6,2,1,3,0,2,15.0,12.2,22.0
27,4.5,5,4,12,0,2,5.0,21.5,29.0
29,4.5,1,4,3,1,1,5.0,10.8,51.5
21,4.8,3,2,12,0,2,10.0,6.5,27.0
24,4.8,3,4,8,0,2,5.0,12.5,23.0
36,4.5,1,1,3,0,2,10.0,19.0,27.0
34,4.9,1,2,6,0,1,5.0,11.1,24.0
24,5.0,3,2,6,0,2,15.0,7.9,27.0
36,4.1,6,4,3,0,4,5.0,16.9,51.0
33,4.8,5,1,9,0,2,15.0,6.9,25.0
38,4.6,5,1,6,0,2,10.0,6.7,22.0
27,4.5,3,1,6,0,2,5.0,17.1,12.0
23,4.6,2,2,6,0,2,5.0,24.0,38.0
32,4.4,4,4,12,0,2,5.0,13.8,31.0
37,4.9,6,4,8,0,1,15.0,14.7,34.0
30,4.8,1,1,12,0,1,5.0,3.2,10.0
31,4.2,3,4,6,0,1,5.0,17.9,41.0
36,4.5,4,1,8,0,2,10.0,19.3,39.0
26,4.9,1,3,12,0,1,10.0,1.8,13.0
20,4.7,5,2,8,0,1,5.0,22.3,28.0
32,4.7,1,4,12,0,2,5.0,15.8,19.0
20,4.9,1,1,3,0,2,5.0,2.5,13.0
28,4.9,1,1,3,0,1,10.0,5.5,14.0
25,4.5,4,2,6,0,1,10.0,12.1,14.0
35,4.5,5,2,8,0,1,15.0,9.7,30.0
36,4.7,2,2,8,0,2,12.0,13.1,33.0
33,4.6,4,2,3,0,2,5.0,19.4,36.0
30,3.5,1,1,3,0,2,10.0,14.7,32.0
35,4.9,1,2,3,0,2,10.0,16.0,30.0
35,4.3,5,2,3,0,2,5.0,9.5,32.0
34,4.6,1,1,12,0,1,5.0,18.9,19.0
39,4.6,4,4,3,0,2,10.0,3.25,51.0
22,4.8,2,1,3,0,2,10.0,6.6,19.0
35,4.7,5,2,3,0,2,15.0,14.7,29.0
27,4.7,1,2,3,0,1,15.0,19.1,19.0
27,4.5,2,1,3,0,2,5.0,21.9,23.0
37,4.7,5,1,6,0,1,15.0,3.3,21.0
22,4.7,4,2,3,0,2,5.0,10.5,26.0
38,4.6,2,1,12,0,2,5.0,3.4,17.0
26,4.4,2,4,12,0,2,5.0,14.8,44.0
34,4.6,3,3,8,0,2,15.0,2.5,28.0
27,4.7,4,3,6,0,2,5.0,3.6,30.0
39,4.7,4,1,6,0,1,15.0,32.5,27.0
24,4.8,6,3,6,0,1,5.0,4.4,14.0
27,4.3,2,3,8,0,1,5.0,11.7,34.0
29,4.9,3,4,3,0,2,5.0,24.3,33.0
31,4.8,4,4,3,0,1,5.0,6.3,27.0
37,4.6,5,1,9,0,1,5.0,11.1,26.0
23,4.7,2,1,12,0,2,5.0,12.2,14.0
30,4.7,6,2,8,0,2,5.0,17.7,25.0
29,4.9,4,1,6,0,1,15.0,19.3,26.0
35,4.6,5,4,3,0,2,15.0,19.0,51.0
30,4.7,3,4,9,0,1,15.0,6.4,30.0
23,4.6,5,4,3,0,2,12.0,12.8,29.0
35,4.6,3,2,6,0,3,15.0,9.8,34.0
28,4.7,1,3,6,0,2,5.0,4.1,10.0
24,4.6,6,1,3,0,2,12.0,35.4,24.0
38,5.0,3,4,3,0,1,8.0,32.5,35.0
21,4.7,6,2,12,0,2,10.0,7.0,22.0
28,4.8,4,2,3,0,2,5.0,30.1,40.0
20,4.6,5,2,6,0,2,10.0,12.5,20.0
25,4.2,4,4,8,0,2,5.0,24.5,43.0
32,4.9,2,2,3,0,4,10.0,13.5,49.0
39,4.7,2,1,8,0,1,10.0,9.1,15.0
29,4.6,4,1,16,0,4,5.0,30.4,49.0
38,4.9,1,4,6,0,2,5.0,14.5,19.0
27,4.7,6,2,6,0,2,15.0,24.0,27.0
36,4.9,2,4,12,0,2,8.0,16.0,25.0
21,4.6,5,1,6,0,2,7.0,11.75,12.0
26,4.9,6,2,9,0,1,5.0,17.2,24.0
35,4.9,4,2,12,0,1,10.0,13.9,18.0
34,4.7,4,4,3,1,3,5.0,23.6,40.0
30,5.0,2,2,6,0,3,5.0,16.166,34.0
28,4.6,6,1,6,0,1,8.0,2.4,11.0
35,4.7,1,1,12,0,1,5.0,3.8,12.0
22,5.0,5,4,12,0,1,5.0,9.6,22.0
20,4.6,2,3,3,0,2,15.0,4.1,24.0
35,4.6,4,2,12,0,1,5.0,11.3,15.0
28,5.0,1,1,3,0,2,10.0,5.5,16.0
33,4.9,2,1,3,0,1,15.0,30.3,44.0
36,4.9,4,4,3,0,3,8.0,25.2,49.0
39,4.9,6,1,8,0,2,15.0,18.3,23.0
24,4.8,4,4,6,0,2,8.0,6.1,23.0
24,4.9,4,1,6,0,2,10.0,4.8,15.0
27,4.5,3,1,3,0,1,8.0,21.9,18.0
33,5.0,3,1,6,0,1,10.0,21.2,23.0
34,4.3,3,1,3,0,2,10.0,2.4,33.0
22,4.7,1,3,6,0,2,5.0,12.65,13.0
27,4.7,5,1,12,0,1,10.0,4.1,12.0
37,4.9,5,1,12,0,1,10.0,4.1,28.0
37,4.9,5,1,6,0,2,10.0,15.4,15.0
33,4.6,4,2,8,0,1,8.0,19.9,37.0
37,4.6,4,4,3,0,2,5.0,13.9,45.0
20,5.0,1,1,3,0,2,10.0,3.5,17.0
36,5.0,1,1,8,0,1,10.0,5.8,14.0
35,4.8,6,4,3,1,3,15.0,12.6,51.5
25,4.3,4,2,12,0,2,15.0,14.5,36.0
39,4.9,6,4,9,0,2,8.0,20.6,30.0
33,4.8,2,2,3,0,2,5.0,14.4,40.0
31,4.3,4,2,8,1,2,10.0,11.9,41.0
24,4.5,6,2,9,0,2,15.0,20.1,16.0
23,4.9,4,1,6,0,2,8.0,13.4,13.0
27,5.0,4,4,12,0,2,15.0,14.3,44.0
32,4.6,4,4,12,0,1,10.0,14.2,25.0
29,5.0,1,4,6,0,1,5.0,15.5,24.0
20,4.7,3,3,3,0,1,8.0,8.4,21.0
22,4.5,4,1,3,0,2,15.0,4.1,24.0
22,4.6,5,3,6,0,1,15.0,2.2,20.0
26,4.5,4,2,3,0,1,5.0,8.9,20.0
24,4.9,1,4,6,0,2,5.0,8.0,19.0
25,4.8,5,2,3,0,1,8.0,6.8,14.0
39,4.6,5,2,3,1,4,10.0,2.3,48.0
29,4.8,2,1,6,0,2,5.0,18.1,24.0
20,5.0,3,2,3,0,1,10.0,16.2,17.0
20,4.7,3,2,6,0,1,5.0,23.5,20.0
34,4.6,5,1,6,0,1,10.0,17.6,20.0
35,4.6,4,1,16,0,2,5.0,24.6,26.0
24,4.9,4,4,6,0,2,8.0,10.4,34.0
29,4.7,3,1,12,0,1,10.0,3.4,14.0
21,4.7,4,3,6,0,1,5.0,4.7,23.0
38,4.2,3,4,6,0,2,5.0,14.4,34.0
29,4.6,4,1,12,0,2,15.0,2.6,17.0
34,4.7,4,2,3,0,3,10.0,18.2,43.0
32,4.9,2,4,3,0,2,5.0,11.3,27.0
26,4.9,6,4,8,0,2,15.0,25.3,24.0
35,4.7,4,1,12,0,2,10.0,7.0,18.0
25,4.3,5,1,3,0,1,8.0,12.3,26.0
38,5.0,5,4,3,0,1,5.0,36.25,42.0
23,4.9,6,1,6,0,2,10.0,7.1,15.0
32,4.0,2,3,6,0,2,5.0,3.9,38.0
29,4.4,1,3,3,0,2,5.0,11.4,48.0
22,4.6,2,3,6,0,1,15.0,3.1,23.0
35,4.5,5,1,9,0,2,15.0,16.1,20.0
26,4.2,3,2,3,0,3,5.0,17.8,35.0
20,4.2,6,1,3,0,1,10.0,3.8,17.0
24,4.8,1,1,6,0,1,15.0,2.2,24.0
29,4.7,2,4,3,0,1,10.0,6.4,26.0
39,4.5,5,2,12,0,2,10.0,20.1,34.0
37,3.8,6,4,12,0,2,10.0,4.55,39.0
29,4.5,5,1,12,0,2,15.0,12.7,19.0
31,4.8,1,1,6,0,1,8.0,3.2,16.0
27,4.9,6,4,3,0,2,10.0,4.75,27.0
36,4.1,2,4,8,0,1,5.0,21.9,36.0
25,4.7,2,2,6,0,2,15.0,7.2,17.0
29,4.6,4,3,3,0,1,15.0,2.9,23.0
25,4.6,2,4,6,0,3,10.0,12.0,44.0
23,4.8,5,1,8,0,1,10.0,15.0,19.0
21,4.9,4,4,8,0,1,10.0,6.6,22.0
24,4.6,1,2,9,0,2,15.0,14.7,17.0
35,4.3,5,4,9,0,1,14.0,8.5,33.0
24,5.0,5,1,9,0,2,5.0,15.4,16.0
25,4.7,4,4,6,0,2,10.0,12.1,30.0
36,4.9,1,1,3,0,1,5.0,2.4,24.0
20,4.7,1,1,3,0,1,10.0,3.4,12.0
22,4.9,4,4,3,1,3,15.0,17.0,46.0
29,4.7,4,4,6,0,2,15.0,23.9,38.0
31,4.8,6,2,12,0,2,15.0,12.466,27.0
30,4.8,3,4,9,0,2,15.0,11.6,26.0
31,4.5,4,1,3,0,4,10.0,28.3,45.0
27,4.9,6,2,8,0,2,15.0,25.7,26.0
34,4.8,1,4,8,0,2,10.0,21.9,25.0
35,4.6,6,2,8,0,2,15.0,9.0,30.0
34,4.6,4,4,9,0,1,5.0,14.8,39.0
38,5.0,2,4,12,0,2,15.0,11.2,26.0
32,4.1,5,2,3,0,2,15.0,12.9,33.0
39,4.6,3,1,6,0,2,10.0,15.7,15.0
31,4.6,3,4,6,0,2,10.0,27.6,33.0
26,4.7,4,4,6,0,2,10.0,10.3,33.0
32,4.7,1,1,9,0,2,12.0,7.7,15.0
37,4.8,1,1,8,0,1,5.0,10.4,17.0
24,4.6,2,1,3,0,1,12.0,6.5,20.0
22,4.7,5,1,3,0,2,10.0,25.6,21.0
20,4.9,2,1,3,0,2,10.0,14.2,18.0
34,4.9,4,1,3,0,1,10.0,10.0,24.0
21,4.6,4,4,3,0,2,12.0,10.9,24.0
25,4.2,2,4,6,0,2,10.0,24.1,38.0
24,4.6,3,4,3,0,2,10.0,18.8,34.0
33,4.3,4,1,8,0,1,15.0,13.4,41.0
31,4.8,1,2,9,0,2,10.0,12.7,13.0
23,4.5,1,4,8,0,2,10.0,12.2,15.0
27,4.0,4,2,8,0,2,15.0,17.0,32.0
39,4.6,6,1,8,0,2,10.0,2.4,22.0
24,4.5,3,2,12,0,1,10.0,11.5,29.0
31,4.3,3,2,12,0,1,10.0,27.5,39.0
30,4.6,6,1,12,0,2,15.0,29.0,26.0
32,4.7,5,4,12,0,2,10.0,22.1,29.0
24,4.7,5,4,8,0,2,5.0,17.5,24.0
30,4.4,6,2,3,0,1,15.0,6.6,35.0
23,4.6,5,3,3,0,1,5.0,1.6,21.0
34,4.5,1,4,6,0,1,5.0,10.2,24.0
33,4.8,2,4,8,0,3,5.0,7.199,47.0
33,4.1,3,1,3,0,1,10.0,5.1,23.0
39,4.6,5,1,8,0,2,12.0,4.6,21.0
30,4.9,6,4,3,0,2,10.0,16.5,44.0
30,4.8,4,4,12,0,3,5.0,18.0,38.0
34,4.3,5,1,3,0,2,5.0,3.9,30.0
36,4.8,4,1,9,0,2,10.0,4.2,19.0
30,4.6,4,1,8,0,2,10.0,14.2,29.0
39,4.2,2,3,6,0,2,15.0,7.3,32.0
37,3.7,1,4,6,0,2,5.0,13.5,32.0
32,4.2,2,4,6,0,2,10.0,26.0,38.0
30,4.5,3,1,12,0,1,10.0,6.0,25.0
20,4.6,1,4,9,0,1,5.0,12.6,10.0
23,4.3,5,1,3,0,2,5.0,9.6,21.0
31,4.8,6,3,6,0,1,5.0,7.5,26.0
25,4.2,2,4,9,0,2,10.0,16.1,31.0
24,4.7,3,4,8,0,2,15.0,17.3,21.0
22,5.0,1,2,8,0,1,8.0,26.6,12.0
27,4.8,4,1,8,0,1,7.0,23.049,30.0
36,5.0,1,4,8,0,2,15.0,9.6,19.0
